text,clean_text
"@CDCgov Thank you for your sage &amp; wise counsel. I'm wondering what brand you recommend for my 10th booster? I'm planning ahead. How about Sputnik or Sinovac? Can I mix that in on the 10th round? I want to make sure I get a taste of all the brands for the best outcome, obviously. Lmk soon",thank you for your sage amp wise counsel im wondering what brand you recommend for my th booster im planning ahead how about sputnik or sinovac can i mix that in on the th round i want to make sure i get a taste of all the brands for the best outcome obviously lmk soon
"@CDCgov So now the booster is not a booster anymore but a 3rd dose, and the 4th is a booster for immunocompromised people just like the 3rd was initially announced?",so now the booster is not a booster anymore but a rd dose and the th is a booster for immunocompromised people just like the rd was initially announced
"@CDCgov We all know COVlD is caused by electromagnetic RADIATION from 5g masts, just like radiotherapy symptoms!

You have never isolated the fake inexistent ""viru$"" 🤫

But yet you are recommending useless masks and ""VACClNE$"" against IRRADIATION 🤡💩",we all know covld is caused by electromagnetic radiation from g masts just like radiotherapy symptoms you have never isolated the fake inexistent viru but yet you are recommending useless masks and vacclne against irradiation
@CDCgov Stunning New Data: Covid Case Rates Among the 'Fully Vaccinated' are Now Higher Than the 'Not Vaccinated' https://t.co/UGxlWw5kqH,stunning new data covid case rates among the fully vaccinated are now higher than the not vaccinated
"@CDCgov Thank you CDC for finally showing to the world how unsafe, inefficient and ineffective are the VACClNES!

For those STUPlD enough to crave for it, the will DlE soon of it.

But for the rest of the world, everybody finally understand it's POlSON!

Thank you!",thank you cdc for finally showing to the world how unsafe inefficient and ineffective are the vacclnes for those stupld enough to crave for it the will dle soon of it but for the rest of the world everybody finally understand its polson thank you
"@CDCgov The Covid19 numbers in North Dakota are starting to 
develop a pattern of zero deaths with lower vaccine population. The Higher the Vaccines in population the 
greater chance of death. This is to soon to tell but people 
should be aware of this at least/",the covid numbers in north dakota are starting to develop a pattern of zero deaths with lower vaccine population the higher the vaccines in population the greater chance of death this is to soon to tell but people should be aware of this at least
"@CDCgov So, if the antibodies are so strong after the vaccines, why the fourth booster in less than a year? Asking for myself, who recovered from covid and sees through every lie you put out there.",so if the antibodies are so strong after the vaccines why the fourth booster in less than a year asking for myself who recovered from covid and sees through every lie you put out there
@CDCgov Why would any of us take something that your protecting your employees from ?? Your a for profit organization and I'm positive this is all about money .,why would any of us take something that your protecting your employees from your a for profit organization and im positive this is all about money
"@CDCgov GENOCIDE with Covid 19 vaccines!!!
https://t.co/4YOoGZW4rz",genocide with covid vaccines
"@CDCgov @CDCgov You recommend a Vaccine for 5-12yr olds????
According to your stats only 558 kids have perished from Covid-19 in 20 months in the USA.
Less than Cancer, Heart disease, traffic accidents and on and on... why CDC?  Why? https://t.co/VcHnwqoSXj",you recommend a vaccine for yr olds according to your stats only kids have perished from covid in months in the usa less than cancer heart disease traffic accidents and on and on why cdc why
"@CDCgov Quick Question..Why do You have a D&amp;B#? Those are for profit Corps not a ""real"" GOV agency? Asking 4A friend",quick questionwhy do you have a dampb those are for profit corps not a real gov agency asking a friend
@CDCgov Idgaf. You are a bunch of unhealthy losers. Fuck off.,idgaf you are a bunch of unhealthy losers fuck off
"@CDCgov 'The Evidence Is Mounting There's Been A Cover-Up': #Fauci and COVID-19:
https://t.co/BIYmvQlc0p",the evidence is mounting theres been a coverup fauci and covid
"@CDCgov So everyone at the CDC is getting the shot now, right? Because everyone can see how mental health problems means you need the vaccine. Just come out and say it: ""We're tyrannical dictators, forget the science and we demand full compliance.""",so everyone at the cdc is getting the shot now right because everyone can see how mental health problems means you need the vaccine just come out and say it were tyrannical dictators forget the science and we demand full compliance
"@CDCgov Besides vaccination, how can you help ppl get and BE healthy? How about using this platform to encourage ppl to eat less fried food, take vitamins, go for a walk in the sun, etc...",besides vaccination how can you help ppl get and be healthy how about using this platform to encourage ppl to eat less fried food take vitamins go for a walk in the sun etc
@CDCgov How do they know which variant is where. I just done battling covid. But when I ask the doctor what variant I had he had no clue. I'm just curious how they figure that part out,how do they know which variant is where i just done battling covid but when i ask the doctor what variant i had he had no clue im just curious how they figure that part out
@CDCgov 79% of Omicron cases are fully vaccinated per CDC.....🤣🤣,of omicron cases are fully vaccinated per cdc
@CDCgov As the weather gets colder. People catch colds and flu like they have been for 1000s of years.,as the weather gets colder people catch colds and flu like they have been for s of years
@CDCgov No thanks.  Don't trust the government,no thanks dont trust the government
@CDCgov Let’s save the suspense. Shortly the omicron mutation will be in every town from coast to coast. We’ve been here at least 2 times already.,lets save the suspense shortly the omicron mutation will be in every town from coast to coast weve been here at least times already
@CDCgov NOT ONE DEATH,not one death
@CDCgov By using this. https://t.co/eqsMiNAkrR,by using this
"@CDCgov Get your head outta the sand! Or your behind will be under it!!
Choose Life!",get your head outta the sand or your behind will be under it choose life
"@CDCgov Im so torn about omicron. Early indicators suggest it's much milder, even when unvaccinated. And, we'd be safer if it was the dominant strain. But, then all these idiots that have been saying it's just like the flu will feel vindicated.",im so torn about omicron early indicators suggest its much milder even when unvaccinated and wed be safer if it was the dominant strain but then all these idiots that have been saying its just like the flu will feel vindicated
@CDCgov So Bat soup cause all of this?,so bat soup cause all of this
@CDCgov Operation Lockstep.,operation lockstep
@CDCgov i see the US is no better at travel. the virus was in SA and now it's 23 states? Quarantine rules are not working and the screening research is taking too long; all intl travelers should be screened or quarantined. @WhiteHouse @COVID19Tracking @CDCgov @BBCNews,i see the us is no better at travel the virus was in sa and now its states quarantine rules are not working and the screening research is taking too long all intl travelers should be screened or quarantined
@CDCgov Look at all those ways to look at all that data. Most excellent! County-by-county results here: https://t.co/XCaLMU9Qut,look at all those ways to look at all that data most excellent countybycounty results here
@CDCgov We need vaccine passports. This is ridiculous,we need vaccine passports this is ridiculous
@CDCgov So can cold medicine,so can cold medicine
@CDCgov My eyes just rolled out of my head,my eyes just rolled out of my head
@CDCgov I've come to know that many times ho hav tak n booster shots have fall n badly sick upon taking it...please provide statistics on this.,ive come to know that many times ho hav tak n booster shots have fall n badly sick upon taking itplease provide statistics on this
@CDCgov True,true
"@CDCgov While early reports show cases of the variant are fairly minor, one expert warns that another 32,000 people may die of Covid from now until the end of the year.",while early reports show cases of the variant are fairly minor one expert warns that another people may die of covid from now until the end of the year
@CDCgov It's scary,its scary
@CDCgov Okay,okay
"@CDCgov Jeez, you people. Endlessly running around each other in a circle getting nowhere.  You all do know that engaging each other like this is a purely futile exercise?  Whatever it is you have decided to believe took you several months and will not change with some snarky tweet.",jeez you people endlessly running around each other in a circle getting nowhere you all do know that engaging each other like this is a purely futile exercise whatever it is you have decided to believe took you several months and will not change with some snarky tweet
@CDCgov So damn book smart but dumber than shit,so damn book smart but dumber than shit
@CDCgov I don't care and will just go about my business.,i dont care and will just go about my business
@CDCgov I had covid it's sucks!! I think what some people don't understand is that once it's over it's not really over like you being sick with the flu it's like once you're done it's over it's been over a month and a half and I still can't breathe right I have side effects like crazy 😧,i had covid its sucks i think what some people dont understand is that once its over its not really over like you being sick with the flu its like once youre done its over its been over a month and a half and i still cant breathe right i have side effects like crazy
@CDCgov AS of ALWAYS. the Omicron variant has killed NO ONE. has put NO ONE in the hospital and is predominately spread by the vaccinated . Get a CLUE CT . This is an illusion ! Get the omicron variant and end the state narrative that it is to be feared. IT has given headaches only!!!!!,as of always the omicron variant has killed no one has put no one in the hospital and is predominately spread by the vaccinated get a clue ct this is an illusion get the omicron variant and end the state narrative that it is to be feared it has given headaches only
"@CDCgov Or better, get the natural immunity and not put yourself at risk with the dangerous vaccines.",or better get the natural immunity and not put yourself at risk with the dangerous vaccines
@CDCgov Move on already.  Cdc putting fear into public and they have zero clue what varriants are where. https://t.co/U2ls1d1nxx,move on already cdc putting fear into public and they have zero clue what varriants are where
"@CDCgov Covid19 vax?
1) Millions of Americans believe the CDC is guilty of MANSLAUGHTER by agressively PUSHING a vaccine known by CDC VAERS to cause death in many.
2) 18 U.S. Code § 1112 - Manslaughter
""the unlawful killing of a human being without malice""",covid vax millions of americans believe the cdc is guilty of manslaughter by agressively pushing a vaccine known by cdc vaers to cause death in many us code manslaughter the unlawful killing of a human being without malice
@CDCgov STOP SPREADING THIS HYSTERIA! There is absolutely NO REASON to push vaccines because of this variant! How much are you getting paid by the pharmaceutical companies to do this!,stop spreading this hysteria there is absolutely no reason to push vaccines because of this variant how much are you getting paid by the pharmaceutical companies to do this
"@CDCgov No thanks LOL. 

Shots dont work and I aint taking them https://t.co/rHcY6DhWJD",no thanks lol shots dont work and i aint taking them
@CDCgov All omicron cases in the USA have been vaccinated people. So quit pushing vaccines.,all omicron cases in the usa have been vaccinated people so quit pushing vaccines
"@CDCgov ""Could protect you""

Nice science. Pretty obvious that the vaccines don't work.",could protect you nice science pretty obvious that the vaccines dont work
"@CDCgov The majority of people who get #Omnicron are VACCINATED.

Stay safe and away from these vaccines.",the majority of people who get omnicron are vaccinated stay safe and away from these vaccines
@CDCgov OCGN DIDNT PAY ENOUGH FOR #COVAXIN TO FDA FOR THERE GRIFF💰😳🤢🤮https://t.co/LrKrIhoInC,ocgn didnt pay enough for covaxin to fda for there griff
"@CDCgov Another pharma ad.
Why do times of widespread health exist without pharma?
What are the traditional antiviral actions?
Congress is for voting and departments are for facts.
Too much regulatory capture for departments to be working.  Too much sickness too. https://t.co/VUr2GCx1CS",another pharma ad why do times of widespread health exist without pharma what are the traditional antiviral actions congress is for voting and departments are for facts too much regulatory capture for departments to be working too much sickness too
"@CDCgov Tell me you’re the leader of a cult without saying “I’m the leader of the CDC, I mean, Cult”",tell me youre the leader of a cult without saying im the leader of the cdc i mean cult
"@CDCgov Yeah just keep your shit, we are not lab rats! You will have to pay for what you've done!",yeah just keep your shit we are not lab rats you will have to pay for what youve done
@CDCgov The CDC is totally credible. We can all feel safe now with their so called expertise 🤣🤣🤣,the cdc is totally credible we can all feel safe now with their so called expertise
@CDCgov KateSucks,katesucks
@CDCgov #DoNotComply #covidvariant #COVID19 is a scam! https://t.co/KWyN0kngjx,donotcomply covidvariant covid is a scam
@CDCgov Why do you guys silence the doctors against the vaccine?,why do you guys silence the doctors against the vaccine
"@CDCgov Where has seasonal flu gone?
Now every bug is a COVID variant?
Why did CDC change the definition of ""vaccine"" to include COVID jab?
Vaccine is described as preventing infection, COVID jab doe not!   No more COVID fear &amp; vax pressure; none can believe CDC anymore!",where has seasonal flu gone now every bug is a covid variant why did cdc change the definition of vaccine to include covid jab vaccine is described as preventing infection covid jab doe not no more covid fear amp vax pressure none can believe cdc anymore
"@CDCgov What a bunch of shit.... A virus with a 99.87 survival rate and your pushing a ""vaccine"" that kills more then the virus.  Get off your high horse you fucktards",what a bunch of shit a virus with a survival rate and your pushing a vaccine that kills more then the virus get off your high horse you fucktards
"@CDCgov NEWS: it's been reported that there two Omicron variants . one is mild with symptoms like a cold or hay fever. 2nd is known as OMICRON X . X symptoms are like rabies , with fevers 102F  , hallucinations, violent behavior. So far there been 3 cases of X . Stay Tuned! https://t.co/ywN2xrKB8a",news its been reported that there two omicron variants one is mild with symptoms like a cold or hay fever nd is known as omicron x x symptoms are like rabies with fevers f hallucinations violent behavior so far there been cases of x stay tuned
@CDCgov You better start tweeting cdc…the Pfizer vaccine is only maybe 20% effective against omicron. Stop downplaying this variant. &amp; they want 3 shots of Pfizer now instead of 2. Even with the 3 shots it’s 4x less effective. It’s not looking good. omicron will mutate again stronger,you better start tweeting cdcthe pfizer vaccine is only maybe effective against omicron stop downplaying this variant amp they want shots of pfizer now instead of even with the shots its x less effective its not looking good omicron will mutate again stronger
@CDCgov The spreaders of the current mutations are the vaccinated,the spreaders of the current mutations are the vaccinated
"@CDCgov Fully vaccinated has many definition.. CDC is even changing it.. need clear direction as people will lose jobs if they don't have boosters if that is the new standard, and why...case studies..5 cruises all with 100% vaccinated rules, all had a spread.. what does that say???",fully vaccinated has many definition cdc is even changing it need clear direction as people will lose jobs if they dont have boosters if that is the new standard and whycase studies cruises all with vaccinated rules all had a spread what does that say
"@CDCgov I am a Canadian but I very much like the information provided by CDC , very informative &amp; trustable.",i am a canadian but i very much like the information provided by cdc very informative amp trustable
@CDCgov mRNA is and always has been an experiment. It’s leaning toward failure with even boosters loosing efficacy. Why are you not working with the FDA in authorizing Covaxin? Even the WHO is behind it. So would more Americans be with taking an inactive vaccine rather that mRNA.,mrna is and always has been an experiment its leaning toward failure with even boosters loosing efficacy why are you not working with the fda in authorizing covaxin even the who is behind it so would more americans be with taking an inactive vaccine rather that mrna
@CDCgov We are waiting the 8th dose😎,we are waiting the th dose
"@CDCgov We need to atop using wrong information, to pass the mandates it's wrong and sadly leads to a genocide https://t.co/raNCWxGYQP",we need to atop using wrong information to pass the mandates its wrong and sadly leads to a genocide
@CDCgov When are vaccines going to become mandatory?  European countries imposing a vax mandates next month,when are vaccines going to become mandatory european countries imposing a vax mandates next month
@CDCgov One dose does nothing to protect you after 4 months. Tell the truth!,one dose does nothing to protect you after months tell the truth
@CDCgov One dose meaningless.,one dose meaningless
@CDCgov How many caught covid this week after their boosters?,how many caught covid this week after their boosters
@CDCgov 👏🏼 still work to do!,still work to do
@CDCgov Why? Either Overstocks in godown or vax.expirry is nearly,why either overstocks in godown or vaxexpirry is nearly
@CDCgov How many of those are catching infection?,how many of those are catching infection
@CDCgov is this in the US only? worldwide?,is this in the us only worldwide
@CDCgov Vaccine is scam,vaccine is scam
@CDCgov America needs you! Get Vaxxed 🇺🇸,america needs you get vaxxed
@CDCgov @beverly_ma only has ONE location offering vaccine &amp; it's a 3 week wait for appointment.  I &amp; my child need 2nd pfizer and I have no car to get out of town.  Why is it so difficult to get a vaccine????,only has one location offering vaccine amp its a week wait for appointment i amp my child need nd pfizer and i have no car to get out of town why is it so difficult to get a vaccine
"@CDCgov Get Booster, it really helps. First dose means shit now.",get booster it really helps first dose means shit now
@CDCgov When you gonna stop fuckin the healthcare system? THEY’RE TIRED,when you gonna stop fuckin the healthcare system theyre tired
"@CDCgov Does “fully vaccinated” mean two vaccines or three? (I have had all three, with the last one three months ago).",does fully vaccinated mean two vaccines or three i have had all three with the last one three months ago
@CDCgov Have the guidelines of how long to wait after 2nd shot to get booster changed in light of omicron? Should people get boosters before 6 months?,have the guidelines of how long to wait after nd shot to get booster changed in light of omicron should people get boosters before months
@CDCgov Scam,scam
"@CDCgov @HHSGov OK, but since booster shots recommended (and really req'd) what is definition of ""fully vaccinated""???",ok but since booster shots recommended and really reqd what is definition of fully vaccinated
@CDCgov We need to get waaaaayyyyyyyy more people boosted,we need to get waaaaayyyyyyyy more people boosted
@CDCgov Thanks but I choose living,thanks but i choose living
@CDCgov Please explain why you call this a vaccine. Does it provide IMMUNITY? Just answer that one question.... HONESTLY!! 👇👇👇 https://t.co/OtA4vLZ2AT,please explain why you call this a vaccine does it provide immunity just answer that one question honestly
@CDCgov We don’t need this. What we need is data &amp; statistics of people who recovered from natural immunity. There’s should be a group of people who got infected. Vaccinated &amp; natural immunity. You all want to give the credits to the vaccine. What happened to the convention flu ?,we dont need this what we need is data amp statistics of people who recovered from natural immunity theres should be a group of people who got infected vaccinated amp natural immunity you all want to give the credits to the vaccine what happened to the convention flu
@CDCgov Where the studies for natural immunity. Natural immunity is 27 more effective than the vaccine. Because u get some people vaccinated. Vaccinated steal the credits when it’s from natural immunity. CDC should have international studies for natural immunity #NaturalImmunity #COVID19,where the studies for natural immunity natural immunity is more effective than the vaccine because u get some people vaccinated vaccinated steal the credits when its from natural immunity cdc should have international studies for natural immunity naturalimmunity covid
@CDCgov These vaccines are a waste of time. Especially with the omicron variant. It’s just a cold for Christ sake.,these vaccines are a waste of time especially with the omicron variant its just a cold for christ sake
@CDCgov You are controlled by the federal government. We will not conform #RESIST,you are controlled by the federal government we will not conform resist
@CDCgov So feel the pain under Trump ??,so feel the pain under trump
@CDCgov You should trust the CDC as much as you trust this meme or as much as you'd trust your preteen daughter w/ @POTUS chomoJoe. https://t.co/zITrrYCIBq,you should trust the cdc as much as you trust this meme or as much as youd trust your preteen daughter w chomojoe
@CDCgov You want ppl to work with ppl who have covid? LMAO wow great job CDC great job keep it up 👍 I’m curious if this is the government’s way of looking better for the people not getting payed for the time off they have to take let’s just fuck em more up right LMAO what a joke,you want ppl to work with ppl who have covid lmao wow great job cdc great job keep it up im curious if this is the governments way of looking better for the people not getting payed for the time off they have to take lets just fuck em more up right lmao what a joke
@CDCgov @CDCemergency And 0% of Americans have had the opportunity to get #COVAXIN.  It will be seen as the biggest oversight the FDA has ever made..z,and of americans have had the opportunity to get covaxin it will be seen as the biggest oversight the fda has ever madez
@CDCgov How many positive cases right now..... the vaccination is bogus.,how many positive cases right now the vaccination is bogus
"@CDCgov A vaccine will destroy the virus and keep it from growing. We do not have a vaccine, it does not kill it, it is merely a suppressant or something short of being a true vaccine. The virus will live until we all build a natual immunity to it, no matter how many shots they give you.",a vaccine will destroy the virus and keep it from growing we do not have a vaccine it does not kill it it is merely a suppressant or something short of being a true vaccine the virus will live until we all build a natual immunity to it no matter how many shots they give you
"@CDCgov You people just dont get it. The Chinese can test our vaccines and build covid to work with it. The Chinese can not test my natual immunity, so while the world tries to beat the virus with shot after shot, i will be relaxing with my natural immunity.",you people just dont get it the chinese can test our vaccines and build covid to work with it the chinese can not test my natual immunity so while the world tries to beat the virus with shot after shot i will be relaxing with my natural immunity
"@CDCgov Which shows vaccination isn't working. Thanks for making us guinea pigs and making us look dumb. I'm done with ur bullshit. Fuck you, I'll take my chances from here on out.",which shows vaccination isnt working thanks for making us guinea pigs and making us look dumb im done with ur bullshit fuck you ill take my chances from here on out
"@CDCgov Get back to work you filthy animals 
~The CDC",get back to work you filthy animals the cdc
@CDCgov @HHSGov Percentage of US citizens fully vaccinated at 61.8% seems awful low!!!,percentage of us citizens fully vaccinated at seems awful low
@CDCgov Get it together.  You guys look stupid.  Mixed messages.,get it together you guys look stupid mixed messages
@CDCgov How about 33 masks?  What is the correct balance between oxygen intake and compliance?,how about masks what is the correct balance between oxygen intake and compliance
@CDCgov more masks covidiots! more masks! https://t.co/6fnI1DzESq,more masks covidiots more masks
"@CDCgov I appreciate the effort, but getting these American ignoramuses to wear one mask is difficult enough. Because being considerate is hard, y'know.",i appreciate the effort but getting these american ignoramuses to wear one mask is difficult enough because being considerate is hard yknow
"@CDCgov .017 mortality rate in US. Is that what people are afraid of? Guess what people! You have a 100% chance of death in this world. This is inevitable, but don’t stop LIVING you life, because you’re afraid of DEATH. God bless.",mortality rate in us is that what people are afraid of guess what people you have a chance of death in this world this is inevitable but dont stop living you life because youre afraid of death god bless
@CDCgov Two masks? I have better idea... https://t.co/luuyix0Qey,two masks i have better idea
"@CDCgov y'all really, really don't know what you're doing, do you?",yall really really dont know what youre doing do you
"@CDCgov Sure but first tell me what the CDC has done towards ocean cleanup, there's more masks than jellyfish. Also sent me free masks if you want me to wear them, but not the ones that release formaldehyde or microplastics, safety first!",sure but first tell me what the cdc has done towards ocean cleanup theres more masks than jellyfish also sent me free masks if you want me to wear them but not the ones that release formaldehyde or microplastics safety first
"@CDCgov Double mask is so yesterday, triple mask is where it is.",double mask is so yesterday triple mask is where it is
@CDCgov Might three work better?,might three work better
"@CDCgov Dear CDC
You know which masks ACTUALLY DO WORK:
➡️FFP2 masks!!!

What You suggest here will make breathing harder, which is not helping!!!

YOU SHOULD KNOW BETTER!!!
RECOMMEND &amp; PROVIDE FFP2 MASKS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",dear cdc you know which masks actually do work ffp masks what you suggest here will make breathing harder which is not helping you should know better recommend amp provide ffp masks
@CDCgov @fema I enjoy breathing. I’ll take my chances.,i enjoy breathing ill take my chances
@CDCgov @CDCgov I believe this method is proven scientifically to be 99.98% effective to work. Can you confirm? https://t.co/4mVnLPoYwC,i believe this method is proven scientifically to be effective to work can you confirm
"@CDCgov Steps to Genocide: targeted group made to stand out from the rest, made a visible object of differentiation.  In COVID Cult, this is done thru rev psych, the good, safe, model citizens cover their face.  The bad, dangerous, enemy of state, maskless stand out from the masses.",steps to genocide targeted group made to stand out from the rest made a visible object of differentiation in covid cult this is done thru rev psych the good safe model citizens cover their face the bad dangerous enemy of state maskless stand out from the masses
@CDCgov the comment section here is a good place to source independent thinkers from a strange strange time,the comment section here is a good place to source independent thinkers from a strange strange time
"@CDCgov Wear a NASA jumpsuit. Be safe!
How simple is that. https://t.co/nSizRhn4yV",wear a nasa jumpsuit be safe how simple is that
@CDCgov Welcome to January 2020.,welcome to january
"@CDCgov ""Masking: A Careful Review of the Evidence""
https://t.co/0xh7hxV2h9",masking a careful review of the evidence
@CDCgov I'm winning. I care more about you.....than you do. https://t.co/pBxoLb7RnP,im winning i care more about youthan you do
@CDCgov Know what works better than two masks? Three. And over those three just unwrap a whole roll of Saran Wrap right over your whole face. Tight. Covid won’t stand a chance.,know what works better than two masks three and over those three just unwrap a whole roll of saran wrap right over your whole face tight covid wont stand a chance
@CDCgov Please ! Stop this Bull S**T!!!!!,please stop this bull st
"@CDCgov Or just wear a badge saying ""FUK U CHINA"" ?",or just wear a badge saying fuk u china
@CDCgov I can't breathe under one mask let alone two...praying some form of normality returns soon,i cant breathe under one mask let alone twopraying some form of normality returns soon
"@CDCgov We will not follow this recommendation as there is zero science to back this up. Bacterial pneumonia and other issues can arise from mask wearing. No thanks, we like to breathe.",we will not follow this recommendation as there is zero science to back this up bacterial pneumonia and other issues can arise from mask wearing no thanks we like to breathe
"@CDCgov I’ll continue to wear my one P100 respirator that I had from before 2020.  In healthcare situations before the vaccine, something like this should have been recommended when dealing with infected people. https://t.co/gpYVByHJtr",ill continue to wear my one p respirator that i had from before in healthcare situations before the vaccine something like this should have been recommended when dealing with infected people
@CDCgov Better put four masks on. https://t.co/CY3E5B5N48,better put four masks on
@CDCgov Nope. No way....not gonna happen.,nope no waynot gonna happen
@CDCgov My mask is sown and double layered since day one. 👌,my mask is sown and double layered since day one
@CDCgov @DOGE do you guys get to audit this bitch anytime soon?,do you guys get to audit this bitch anytime soon
"@CDCgov How are we going to breath ?.Are we not starting respiration problem?.I mean it is difficult to breath in one mask 😷,but two 😮😮",how are we going to breath are we not starting respiration problemi mean it is difficult to breath in one mask but two
@CDCgov Stop imposing 2 masks the problem here that we must think that there are many people who seem like respiratory problems and are breathing their own carbon monoxide now they want to impose that rule.,stop imposing masks the problem here that we must think that there are many people who seem like respiratory problems and are breathing their own carbon monoxide now they want to impose that rule
@CDCgov I hope that soon you will recomend the best protection to human respiratory system due to COVID and this is oxygen mask with oxygen flask! 100% protection!!!,i hope that soon you will recomend the best protection to human respiratory system due to covid and this is oxygen mask with oxygen flask protection
@CDCgov This is the all time STUPIDEST recommendation that people willyNILLY followed into self harm. Voluntarily suffocating themselves while virtue signaling how ignorant they are to this day. DEFUND the Cdc https://t.co/RfSHIrWA9z,this is the all time stupidest recommendation that people willynilly followed into self harm voluntarily suffocating themselves while virtue signaling how ignorant they are to this day defund the cdc
@CDCgov You are mentally ill.,you are mentally ill
@CDCgov 3 would be even better right? How many lives could be saved if everyone JUST wore 3 masks?,would be even better right how many lives could be saved if everyone just wore masks
@CDCgov What a joke people wake up! Masks do nothing,what a joke people wake up masks do nothing
"@CDCgov I CALL BULLSH!T.  Based on the 'early release' of your 1/2021 'study', the ENTIRE experiment method was flawed &amp; does not represent real-life conditions.  Did Redfield teach you young punks how to do med research?  Just lie your way to the conclusion you want? Can we say #Soviet?",i call bullsht based on the early release of your study the entire experiment method was flawed amp does not represent reallife conditions did redfield teach you young punks how to do med research just lie your way to the conclusion you want can we say soviet
@CDCgov Wearing one sucks as it is I can't see as I wear glasses and they go all foggy. If it was up to me I wouldn't wear one at all.,wearing one sucks as it is i cant see as i wear glasses and they go all foggy if it was up to me i wouldnt wear one at all
@CDCgov Been wearing double masks since summer 2020,been wearing double masks since summer
@CDCgov Masks don't work... stop spreading lies ffs,masks dont work stop spreading lies ffs
@CDCgov Why stop at two?,why stop at two
@CDCgov Maski mord peoples,maski mord peoples
@CDCgov Suffocation protection,suffocation protection
@CDCgov This only seems like a good idea to ppl with no common sense.,this only seems like a good idea to ppl with no common sense
"@CDCgov Dangerous information from a Gov’t health agency!! 🥺

Where are the life saving medications?",dangerous information from a govt health agency where are the life saving medications
@CDCgov How about evidence of risk for children or elderly to double mask?  Have you done any risk assessment after this silly mannequin study?,how about evidence of risk for children or elderly to double mask have you done any risk assessment after this silly mannequin study
"@CDCgov Due respect, but folks (me included) were doing this routinely in Singapore in July 2020. Why are American institutions so demonstrably late/weak/bad at this sort of thing. Surely CDC was diligently absorbing real-time advice/guidance/info from every country in the world?",due respect but folks me included were doing this routinely in singapore in july why are american institutions so demonstrably lateweakbad at this sort of thing surely cdc was diligently absorbing realtime adviceguidanceinfo from every country in the world
@CDCgov I’ve been doing this and recommending it right from the beginning,ive been doing this and recommending it right from the beginning
@CDCgov That's it! HAZMAT suits with on board an air source for everyone! THAT will keep us safe! Just two weeks of this and we're SAFE. https://t.co/MqCpo1MBTa,thats it hazmat suits with on board an air source for everyone that will keep us safe just two weeks of this and were safe
"@CDCgov Sorry CDC, but Mother Earth says ""Avoid Disposable anything, including these masks"".     Mother knows best!",sorry cdc but mother earth says avoid disposable anything including these masks mother knows best
@CDCgov @fema A year into this and you’re telling us to wear (2) we have some not wearing one and others refusing especially those who have both vaccines! This is not the best policy most wont even get the vaccine seeing there is NO difference in restrictions,a year into this and youre telling us to wear we have some not wearing one and others refusing especially those who have both vaccines this is not the best policy most wont even get the vaccine seeing there is no difference in restrictions
@CDCgov LOL No mask will fit my face the best.,lol no mask will fit my face the best
@CDCgov So much for individual masks saving granny 🙄,so much for individual masks saving granny
@CDCgov Thanks CDC! Reading some of the rebuttals on here. There are some really stupid people out there. Thinking people can breathe in their own carbon monoxide? Not wearing a mask to build up immunity? Holy Christ. God help these people,thanks cdc reading some of the rebuttals on here there are some really stupid people out there thinking people can breathe in their own carbon monoxide not wearing a mask to build up immunity holy christ god help these people
@CDCgov You’re just putting this information out? Seriously?????,youre just putting this information out seriously
@CDCgov Do you actually get paid tax dollars for this utter tosh?!,do you actually get paid tax dollars for this utter tosh
"@CDCgov That cloth mask doesn't have pleats. It's going to slide down your nose as soon as you speak. Please go back to the drawing board, and show a pleated cloth mask. And how can you not already know this? Is no one at the CDC wearing a cotton mask?",that cloth mask doesnt have pleats its going to slide down your nose as soon as you speak please go back to the drawing board and show a pleated cloth mask and how can you not already know this is no one at the cdc wearing a cotton mask
"@CDCgov The mask is useless, because there are no viruses, the biggest viruses are dishonest like you.",the mask is useless because there are no viruses the biggest viruses are dishonest like you
"@CDCgov If you all get the fuck out and don't spread fear, the virus won't stay......",if you all get the fuck out and dont spread fear the virus wont stay
@CDCgov To CDC: Please eat 💩and go 🍆 yourself.,to cdc please eat and go yourself
"@CDCgov IF this were THE deadly virus to wipe ALL of us not just 0.01% of the population WHY do we throw our masks into our pockets, purse, hang them from mirrors, Repeat wear them ? Why don’t we FUMIGATE all masks and have BIO sterile trash containers everywhere ? #LiftTheLockdown",if this were the deadly virus to wipe all of us not just of the population why do we throw our masks into our pockets purse hang them from mirrors repeat wear them why dont we fumigate all masks and have bio sterile trash containers everywhere liftthelockdown
"@CDCgov Would you STOP! You have changed your mind so many times including telling us to NOT wear a mask because we would touch our face too much! This is ridiculous now...I got Covid19 , I’m 66 and I’m just fine! Let people live their lives and protect the VULNERABLE",would you stop you have changed your mind so many times including telling us to not wear a mask because we would touch our face too much this is ridiculous nowi got covid im and im just fine let people live their lives and protect the vulnerable
@CDCgov Fake pandemic pure Evil!!,fake pandemic pure evil
@CDCgov Never!! Face mask doesn't work and never will...,never face mask doesnt work and never will
@CDCgov Hell no.  This is stupid and makes no sense.  CDC please stop telling me what’s best.  Thanks,hell no this is stupid and makes no sense cdc please stop telling me whats best thanks
