,Unnamed: 0,cdc_post_id,created_at,comment_id,lang,text,period
1344,1344,1.49366141927492e+18,Wed Feb 16 03:08:44 +0000 2022,1.4937843831105946e+18,en,@CDCgov @CDCMMWR Perhaps vaccinating kids with #Covaxin4Kids will greatly prepare them to face COVID infections. #IchooseCOVAXIN #Ocugen,period_3
309,309,1.5831573853795287e+18,Fri Oct 21 04:03:11 +0000 2022,1.5833078890866442e+18,en,"@CDCgov @CDCMMWR Bruh, you even read yourself talking? Translation: ""mRNA doesn't protect so keep getting your forever boosters that also don't protect, forever. Pharma tested the latest version in 8 mice and tell us they good. Just mandated your children get them forever too cuz #thescience """,period_3
251,251,1.5831573853795287e+18,Fri Oct 21 12:04:06 +0000 2022,1.5834289160388854e+18,en,"@CDCgov @CDCMMWR The omicron variant is not the cause of the decline in effectiveness, and you know it.  The mRNA shots provide a brief boost in antibodies, for 3-4 months.  That's always been the case, and it will be for the new bivalent booster and for every new mRNA booster going forward.",period_3
2245,2247,1.4233468327307387e+18,Fri Aug 06 17:30:21 +0000 2021,1.4236979694218977e+18,en,@CDCgov I’m vaccinated but if you are saying that it doesn’t work why bother getting vaccinated?  Too many mixed messages CDC. No trust,period_2
2476,2478,1.4545378468454769e+18,Mon Nov 01 14:28:59 +0000 2021,1.4551800715772682e+18,en,"@CDCgov You are so far from being correct, it's shameful! The entire CDC needs to be held accountable for focusing on the wrong things. Wash your hands and focus on hand hygiene and this whole thing would have been over by now! Fire the leadership!",period_2
1233,1233,1.557099396654719e+18,Thu Aug 11 00:00:17 +0000 2022,1.5575172222259732e+18,en,@CDCgov The shots are making children sick. Disband and defund the CDC!,period_3
2157,2159,1.3599815523614966e+18,Sat Feb 20 21:54:08 +0000 2021,1.3632455795941253e+18,en,"@CDCgov Due respect, but folks (me included) were doing this routinely in Singapore in July 2020. Why are American institutions so demonstrably late/weak/bad at this sort of thing. Surely CDC was diligently absorbing real-time advice/guidance/info from every country in the world?",period_2
2828,2831,1.4146233452917146e+18,Tue Jul 13 03:48:19 +0000 2021,1.4147937897811968e+18,en,@CDCgov This is child abuse!,period_2
4100,4105,1.3109909870581883e+18,Tue Sep 29 22:45:57 +0000 2020,1.3110747650844017e+18,en,@CDCgov @CDCMMWR #Mask like this #COVID19 https://t.co/qhb3yvQdS0,period_1
2819,2822,1.4146233452917146e+18,Tue Jul 13 17:00:13 +0000 2021,1.4149930751271363e+18,en,@CDCgov I'd like to know how to keep a mask on a two year old for longer than a few seconds! They are too young to be reasoned with. It would be easier to get my cat to wear one!,period_2
1556,1556,1.505218795937448e+18,Sat Mar 19 17:44:27 +0000 2022,1.505238785403011e+18,en,@CDCgov No one cares,period_3
2909,2912,1.2388410612770406e+18,Sat Mar 14 15:25:24 +0000 2020,1.2388487147914322e+18,en,@CDCgov Please allow the bigger hospitals to do testing. We need more testing!,period_1
3648,3652,1.2530852851618038e+18,Sun Apr 26 01:33:13 +0000 2020,1.2542219647570862e+18,en,@CDCgov @realDonaldTrump Stop it  🛑,period_1
3504,3508,1.2987289897968271e+18,Fri Aug 28 00:17:14 +0000 2020,1.2991389392620544e+18,en,@CDCgov We will  never believe Anything the cdc says. How dare you?,period_1
1697,1698,1.5821066969266668e+18,Tue Oct 18 00:35:00 +0000 2022,1.5821683340022907e+18,en,"@CDCgov Oh, the one that’s only been tested on mice? You people can go get monkeypox!",period_3
1694,1695,1.5821066969266668e+18,Mon Oct 17 21:02:26 +0000 2022,1.5821148399329894e+18,en,"@CDCgov I got mine 9/12. It was my 5th covid vaccine. But disease damaged my respiratory and every other system and LA doctors flout mask exemptions, so it gets harder to breathe and harder to walk. I couldn’t even talk till I paid for surgery out of state. They found Cancer. @drdrew https://t.co/zoZ0TYT4nw",period_3
2295,2297,1.4233468327307387e+18,Mon Aug 09 16:13:36 +0000 2021,1.424765817464443e+18,en,@CDCgov This don't help people get vaccinated if you have to continue to wear a mask. No incentive. I refuse to wear a mask when i have been vaccinated. It's suppose to protect me and anyone around me.,period_2
3961,3966,1.3436630977567416e+18,Mon Dec 28 22:57:01 +0000 2020,1.3436924570794025e+18,en,@CDCgov Stop using the BOGUS tests and it would be over immediately. How can ANYONE believe anything you say. https://t.co/XPfxDqvHin,period_1
2249,2251,1.4233468327307387e+18,Thu Aug 05 23:02:41 +0000 2021,1.423419216858919e+18,en,@CDCgov I call BS on the delta,period_2
4006,4011,1.3414647835944018e+18,Tue Dec 22 19:28:45 +0000 2020,1.3414657184248873e+18,en,@CDCgov What does this say about race relations in America?  Tsk tsk https://t.co/HabHupkfvB,period_1
2752,2755,1.4280107782553682e+18,Sat Aug 21 09:20:13 +0000 2021,1.4290104422073016e+18,qme,@CDCgov https://t.co/UFft4ZOuE5,period_2
2525,2528,1.4545378468454769e+18,Sat Oct 30 20:24:42 +0000 2021,1.454544813592879e+18,en,@CDCgov Wow. I just scrolled 100+ comments here and EVERY SINGLE ONE is trashing this unscientific propaganda. The @CDCgov has lost ALL credibility under the incompetent mismanagement of @CDCDirector Rochelle Walensky. Stop this nonsense.,period_2
465,465,1.4983875360323994e+18,Fri Jun 16 21:25:10 +0000 2023,1.669818423088431e+18,en,@CDCgov How do you sleep at night?,period_3
2988,2991,1.2454639607128105e+18,Tue Apr 07 03:05:42 +0000 2020,1.2473598710093373e+18,en,"@CDCgov https://t.co/YuETnlxqQS 

Does this work??",period_1
2494,2496,1.4545378468454769e+18,Sat Oct 30 22:24:23 +0000 2021,1.4545749314930237e+18,qme,@CDCgov https://t.co/WwHyCejUNg,period_2
308,308,1.5831573853795287e+18,Fri Oct 21 04:11:38 +0000 2022,1.5833100121384305e+18,en,"@CDCgov @CDCMMWR These jabs are poison. People, please. Do your research. All over the world, governments are abandoning these dangerous jabs. Don’t take them and certainly don’t give them to your kids.",period_3
1420,1420,1.5980487464110694e+18,Wed Nov 30 20:21:47 +0000 2022,1.5980496755499418e+18,qme,@CDCgov https://t.co/negJQZn7f8,period_3
2500,2502,1.4545378468454769e+18,Sat Oct 30 22:20:45 +0000 2021,1.4545740176172237e+18,en,"@CDCgov Two classes: slaves &amp; elite.
Don't trust CDC anymore 💵
https://t.co/hZjWX1INuE",period_2
3551,3555,1.2987289897968271e+18,Wed Aug 26 22:04:40 +0000 2020,1.2987431900282552e+18,qme,@CDCgov https://t.co/2SDWrQruh3,period_1
1945,1947,1.453738335617405e+18,Thu Oct 28 20:09:48 +0000 2021,1.4538162896763863e+18,en,@CDCgov Whitney Webb Interview - Your Never-Ending COVID-19 Booster Cycle &amp; Moderna's Miracle https://t.co/C0bLzECRpG,period_2
816,816,1.6063673107924992e+18,Sat Dec 24 19:21:09 +0000 2022,1.6067317244904202e+18,en,"@CDCgov The CDC is garbage. The best protection against the flu is immunity, not injecting poison into your body.",period_3
1726,1727,1.5821066969266668e+18,Thu Oct 20 19:01:36 +0000 2022,1.5831715939366543e+18,en,@CDCgov Best laugh I've had all day.....thanks,period_3
1502,1502,1.4951159838659748e+18,Mon Feb 21 20:27:36 +0000 2022,1.4958577600298435e+18,qme,@CDCgov 💉💉💉⚰️⚰️⚰️,period_3
2478,2480,1.4545378468454769e+18,Sun Oct 31 17:07:32 +0000 2021,1.454857584842879e+18,en,"@CDCgov That's what you are saying this week, flip flop CDC CAN FO JUMP IN THE CREEK!!!!",period_2
1200,1200,1.557099396654719e+18,Tue Aug 09 21:25:54 +0000 2022,1.5571159834410353e+18,en,"@CDCgov Wow

You all are psychopathic!!!",period_3
3107,3110,1.2961916299681874e+18,Wed Aug 26 15:52:52 +0000 2020,1.298649622517252e+18,en,@CDCgov Maybe because testing has slowed down!!! Why does @CDC say no testing??? Is this the method other Countries have used??????????????,period_1
2691,2694,1.4226250708376044e+18,Tue Aug 03 18:31:09 +0000 2021,1.4226261066209812e+18,en,@CDCgov Stop telling us what to do,period_2
2095,2097,1.475587321277956e+18,Thu Dec 30 01:16:49 +0000 2021,1.4763615995271455e+18,en,"@CDCgov Which shows vaccination isn't working. Thanks for making us guinea pigs and making us look dumb. I'm done with ur bullshit. Fuck you, I'll take my chances from here on out.",period_2
93,93,1.4821288702875443e+18,Sat Jan 15 15:27:03 +0000 2022,1.482373773596799e+18,en,@CDCgov comfort?   N95s are the most protective and the most comfortable,period_3
642,642,1.5212330979073966e+18,Sun May 08 10:48:15 +0000 2022,1.5232534419253821e+18,en,@CDCgov All you mask wearing fools and Vaccine takers will be the first one to hopping on the Government safety Train heading to DEATH CAMP,period_3
3336,3339,1.2429150420493517e+18,Fri Mar 27 10:54:39 +0000 2020,1.243491618805764e+18,en,"@CDCgov Hello, If the virus dies at higher temperatures, Will using a sauna help to   Alleviate the carona virus?",period_1
2463,2465,1.4545378468454769e+18,Sun Oct 31 13:04:48 +0000 2021,1.4547964962186076e+18,en,@CDCgov My husband is a retired teacher. I can remember him coming home and telling me how students would sneezed right in his and other students faces. It makes sense that masked would keep the spray of a sneeze from going everywhere. https://t.co/L0MSOnXZt7,period_2
23,23,1.4821288702875443e+18,Sat Jan 15 17:22:40 +0000 2022,1.4824028692738458e+18,en,@CDCgov Fixed https://t.co/T49TLjVcBT,period_3
3476,3480,1.2987289897968271e+18,Wed Aug 26 21:24:27 +0000 2020,1.298733069780824e+18,en,"@CDCgov CDC Director Redfield kissed the royal taint, saying he and Trump were totally""aligned""on what needed to happen with school reopenings.
Now,quietly, they are NOT wanting us to get tested. More tests, more +cases which makes trump look worse than he already is..no longer trust CDC",period_1
408,408,1.4983875360323994e+18,Wed Jun 14 13:36:56 +0000 2023,1.6689758134491177e+18,en,@CDCgov nanotech shots have never been proven safe for anyone.   excess deaths continue 20%+ above normal SINCE the rollout of the GMO shots.,period_3
676,676,1.5212330979073966e+18,Sat May 07 18:37:59 +0000 2022,1.5230092663069368e+18,en,@CDCgov How many have died from the vaccine??  I would also like to know how many people got mild to severe side effects from the vaccine?? One more question how many people are fine after taking ivermectin or Hydroxychloroquine?,period_3
4031,4036,1.3414647835944018e+18,Tue Dec 22 23:35:48 +0000 2020,1.3415278903330775e+18,en,"@CDCgov since we know with obesity dramatically increases risk and severity, when will the CDC start recommending weight loss",period_1
2867,2870,1.4146233452917146e+18,Wed Jul 14 04:45:52 +0000 2021,1.4151706580578263e+18,en,@CDCgov you are the monsters,period_2
174,174,1.481333160218669e+18,Wed Jan 12 23:35:49 +0000 2022,1.4814096136690565e+18,en,@CDCgov Maddie de Garay #sayhername,period_3
2530,2533,1.4545378468454769e+18,Sun Oct 31 14:59:43 +0000 2021,1.45482541805432e+18,en,@CDCgov That is an all out lie. There’s no proof and no scientific studies that show that masks help reduce the spread of COVID-19. That’s absolute lies. Stop the lies!,period_2
2111,2113,1.3599815523614966e+18,Thu Feb 11 21:53:50 +0000 2021,1.3599840119935795e+18,en,@CDCgov @fema I enjoy breathing. I’ll take my chances.,period_2
315,315,1.5831573853795287e+18,Fri Oct 21 17:50:28 +0000 2022,1.5835160784662692e+18,es,@CDCgov @CDCMMWR Y también cuando están dando el Bibi del seno o el biberón le están pegando el maldito tatuaje covid-19 Y esa criaturita no está desarrollada dita okay y más grandecitos también porque no están desarrollados cuando están en la cuna le estás pegando el covid-19 del maldito tatuaje,period_3
2080,2082,1.475587321277956e+18,Tue Dec 28 02:55:52 +0000 2021,1.4756617507541852e+18,en,@CDCgov We don’t need this. What we need is data &amp; statistics of people who recovered from natural immunity. There’s should be a group of people who got infected. Vaccinated &amp; natural immunity. You all want to give the credits to the vaccine. What happened to the convention flu ?,period_2
3539,3543,1.2987289897968271e+18,Wed Aug 26 21:12:46 +0000 2020,1.2987301298967388e+18,en,@CDCgov Then we should be tested.,period_1
2882,2885,1.4146233452917146e+18,Tue Jul 13 00:48:16 +0000 2021,1.4147484776077967e+18,en,@CDCgov Lol no,period_2
3886,3891,1.2501281852298936e+18,Tue Apr 14 22:04:51 +0000 2020,1.2501832595075604e+18,en,"@CDCgov @FLOTUS Old news, better news would be you and the clown decide to pack up and move home.  Do it early, you will be packing in November.",period_1
2366,2368,1.4629056953769206e+18,Mon Nov 22 22:11:43 +0000 2021,1.462906664693248e+18,en,@CDCgov @PAHealthDept Yup. Scheduled. Been vaxxed twice. It’s great.,period_2
1330,1330,1.49366141927492e+18,Tue Feb 15 22:06:49 +0000 2022,1.4937084030168105e+18,en,"@CDCgov @CDCMMWR Why do you continue to use disingenuous statistics like 4x? 0.000004 is 4x 0.000001. And 40,000 is 4x 10,000. Those are EXTREMELY different numbers but the same ""4x"". Just fucking stop lying to people, jesus.",period_3
2398,2400,1.4629056953769206e+18,Thu Nov 25 02:40:06 +0000 2021,1.4636989833234104e+18,en,@CDCgov Fuck off,period_2
1138,1138,1.557099396654719e+18,Tue Aug 09 20:27:23 +0000 2022,1.5571012557968302e+18,en,@CDCgov The CDC is a national embarrassment,period_3
811,811,1.6063673107924992e+18,Sat Dec 24 02:23:14 +0000 2022,1.6064755576670454e+18,en,@CDCgov GFY. Also Drake sucks.,period_3
1006,1006,1.5339060751954248e+18,Wed Aug 03 01:58:12 +0000 2022,1.5546477942285435e+18,en,"@CDCgov What exactly is fully vaccinated?
2 jab 3rd jab or not until it is determined  a 4th and 5th are needed? How exactly does fully vaccinated change?",period_3
99,99,1.4821288702875443e+18,Sat Jan 15 04:50:26 +0000 2022,1.482213562550395e+18,en,"@CDCgov I trust your guidance, especially since I live in LA and LA Heath Department keeps getting away with misinformation and continues to be sloppy on data. Sucks that I won't be wearing any of the reusable masks that friends sent me as gifts.",period_3
751,751,1.6063673107924992e+18,Fri Dec 23 23:22:59 +0000 2022,1.606430197875622e+18,qme,@CDCgov 🖕,period_3
1222,1222,1.557099396654719e+18,Tue Aug 09 20:34:47 +0000 2022,1.5571031185040425e+18,en,"@CDCgov More than 3,500 views and only a handful of likes. People are so done with this covid hysteria",period_3
3574,3578,1.2987289897968271e+18,Mon Aug 31 05:21:27 +0000 2020,1.3003026627352453e+18,en,"@CDCgov What is your stance on reopening of public places for social gatherings? Malls, beaches, theaters, restaurants,  schools, etc",period_1
1361,1361,1.5980487464110694e+18,Wed Nov 30 20:18:31 +0000 2022,1.5980488528753009e+18,qme,@CDCgov https://t.co/qCylwUtBIM,period_3
461,461,1.4983875360323994e+18,Sun Jun 18 22:28:55 +0000 2023,1.6705592417390428e+18,en,@CDCgov You are murders and you know it. Evil!,period_3
120,120,1.4821288702875443e+18,Sat Jan 15 19:14:32 +0000 2022,1.4824310220966953e+18,qme,@CDCgov https://t.co/vSoKuQNDJm,period_3
555,555,1.486021122089005e+18,Tue Jan 25 23:17:31 +0000 2022,1.48611604748902e+18,qme,@CDCgov #IchooseCOVAXIN https://t.co/rZmbogupFu,period_3
4019,4024,1.3414647835944018e+18,Tue Dec 22 20:47:28 +0000 2020,1.3414855282820915e+18,en,@CDCgov Did you know before boarding an #airplane in @Canada #passengers have to be #tested ( nose test) for #Covid19 two days prior to flight and bring the test with them or they can’t board. Smart! Footsteps to follow @CDCgov.,period_1
156,156,1.4821288702875443e+18,Fri Jan 14 23:25:39 +0000 2022,1.4821318299351204e+18,qme,@CDCgov https://t.co/T2um7686KL,period_3
3467,3471,1.2987289897968271e+18,Thu Aug 27 14:45:44 +0000 2020,1.2989951147909407e+18,en,@CDCgov Should the Trump administration declare the Covid-19 epidemic USA a national security crisis? Please take quick poll (comments welcome)&gt;&gt; https://t.co/EBr94aLIpg,period_1
3647,3651,1.2530852851618038e+18,Sat Apr 25 13:32:54 +0000 2020,1.2540406903901635e+18,fi,"@CDCgov @realDonaldTrump Eat the Şanlıurfa pepper that wants to be eaten to the corona
😊😊😊 https://t.co/Wsdgrz32RT",period_1
2887,2890,1.4146233452917146e+18,Tue Aug 10 05:43:58 +0000 2021,1.4249697523849257e+18,en,@CDCgov Where is the evidence that young children are in any serious danger due this virus? This is a serious question.,period_2
305,305,1.5831573853795287e+18,Thu Oct 20 18:40:05 +0000 2022,1.5831661805414195e+18,qme,@CDCgov @CDCMMWR https://t.co/NH9vldtZvb,period_3
3097,3100,1.2961916299681874e+18,Wed Aug 26 19:02:15 +0000 2020,1.2986972810305004e+18,en,@CDCgov Another institution falls.,period_1
3778,3783,1.3411372210684682e+18,Tue Dec 22 18:29:46 +0000 2020,1.3414508761128018e+18,und,@CDCgov No https://t.co/kWqaA0SM9D,period_1
505,505,1.4983875360323994e+18,Thu Jun 15 20:53:46 +0000 2023,1.6694481327640863e+18,qme,@CDCgov https://t.co/65ZHz9VAbv,period_3
1849,1851,1.491849512893268e+18,Fri Feb 11 08:42:29 +0000 2022,1.492056431599698e+18,en,"@CDCgov What is the mortality rate after being vaccinated by age, race , gender and which of the 5 vaccines has the highest?  Why would the vaccinated be any threat in a mostly vaccinated work place or school?",period_3
3962,3967,1.3436630977567416e+18,Wed Dec 30 01:46:26 +0000 2020,1.3440974810685686e+18,en,@CDCgov @pbcgov You have NO CREDIBILITY whatsoever - NONE! https://t.co/aPZapvcyVS,period_1
2287,2289,1.4233468327307387e+18,Fri Aug 06 13:28:36 +0000 2021,1.4236371310969938e+18,qme,@CDCgov 👌🏼,period_2
1258,1258,1.557099396654719e+18,Wed Aug 10 15:49:26 +0000 2022,1.557393694248018e+18,en,@CDCgov Bull$#!+,period_3
240,240,1.5831573853795287e+18,Thu Oct 20 23:22:59 +0000 2022,1.583237375043375e+18,und,@CDCgov @CDCMMWR No,period_3
1104,1104,1.569355240100569e+18,Wed Sep 14 02:44:22 +0000 2022,1.5698797032756675e+18,en,@CDCgov Nobody trusts you. Your just a vax company,period_3
2023,2025,1.4697115813532303e+18,Mon Dec 13 01:38:49 +0000 2021,1.470206541131309e+18,en,@CDCgov AS of ALWAYS. the Omicron variant has killed NO ONE. has put NO ONE in the hospital and is predominately spread by the vaccinated . Get a CLUE CT . This is an illusion ! Get the omicron variant and end the state narrative that it is to be feared. IT has given headaches only!!!!!,period_2
1055,1055,1.569355240100569e+18,Wed Sep 14 07:43:18 +0000 2022,1.5699549316161413e+18,en,@CDCgov Are the scientists plus executives of corporations pushing the vaccines willing to allow impartial doctors to test them to see if they have personally have taken all vaccines and boosters they push upon the public?,period_3
432,432,1.4983875360323994e+18,Tue Jun 13 05:52:26 +0000 2023,1.6684965300416143e+18,fr,@CDCgov Criminal psychopaths.,period_3
2440,2442,1.4545378468454769e+18,Sun Oct 31 04:54:05 +0000 2021,1.4546730030742692e+18,en,@CDCgov No they should not wear a mask.  Period,period_2
2447,2449,1.4545378468454769e+18,Sat Oct 30 20:20:01 +0000 2021,1.4545436343893402e+18,en,@CDCgov If by best you mean completely useless then sure.,period_2
3880,3885,1.2501281852298936e+18,Tue Apr 14 18:38:44 +0000 2020,1.2501313906052055e+18,en,"@CDCgov For obvious reasons, such as lack of adequate tests for population, you must know and admit that
a race for -A Viable treatment-s/Therapeutic-s, to the help lessen the symptoms/fatality should be the primary focus without question, it is VITAL for every OBVIOUS REASON",period_1
3908,3913,1.2501281852298936e+18,Thu Apr 16 18:14:26 +0000 2020,1.2508500518926172e+18,en,@CDCgov @escuchamiWORLD Tell your CEO to win a free 100k from @RobertKennedyJr to take the vaccine so we could know that it works.,period_1
807,807,1.6063673107924992e+18,Sat Dec 24 01:10:14 +0000 2022,1.606457184744747e+18,qme,@CDCgov 🤡,period_3
1406,1406,1.5980487464110694e+18,Thu Dec 01 14:17:48 +0000 2022,1.5983204615989207e+18,qme,@CDCgov https://t.co/NwI8rK0AUf,period_3
2124,2126,1.3599815523614966e+18,Fri Feb 12 15:33:06 +0000 2021,1.360250585434493e+18,en,@CDCgov I can't breathe under one mask let alone two...praying some form of normality returns soon,period_2
2014,2016,1.4697115813532303e+18,Sat Dec 11 18:32:08 +0000 2021,1.469736775837012e+18,en,"@CDCgov While early reports show cases of the variant are fairly minor, one expert warns that another 32,000 people may die of Covid from now until the end of the year.",period_2
2350,2352,1.4233468327307387e+18,Thu Aug 05 23:42:58 +0000 2021,1.423429352763523e+18,en,"@CDCgov @HHSGov You don't give a darn about health &amp; safety, it's all about control. All the gov. employees who could work from home more efficiently than in person are being dragged back to the office. Why? They are safer home from Delta, car death &amp; it would help air quality &amp; gridlock.",period_2
4033,4038,1.3414647835944018e+18,Wed Dec 23 01:01:46 +0000 2020,1.341549525048193e+18,en,"@CDCgov During the holidays, Celebrate the Birth of Jesus with loved ones.

Don't celebrate this Christmas so we have next Christmas is the biggest, boldest propaganda to test what we will comply with.

We don't know who we love will be tomorrow, let alone next year.

Love one another 🎄",period_1
3509,3513,1.2987289897968271e+18,Tue Sep 01 15:52:16 +0000 2020,1.300823800842457e+18,en,@CDCgov Beyond comprehension. I don’t think the CDC knows their butt from a hole in the ground. Get your crap together.,period_1
3856,3861,1.257340333031121e+18,Tue May 05 00:10:43 +0000 2020,1.2574626954414162e+18,en,"@CDCgov @FLOTUS Tell your husband and other Republicans, wear a mask to protects others or be an ass wipe.  #bebest",period_1
3651,3655,1.2530852851618038e+18,Sat Apr 25 13:17:28 +0000 2020,1.2540368070893937e+18,en,"@CDCgov @realDonaldTrump during a time of crisis what kind of president tells Americans to kill themselves by injecting chemicals into their body!!!!!!!!!
Nothing presidential about this loser time for a new Commander in Chief!!!!!",period_1
734,734,1.6063673107924992e+18,Sat Dec 24 00:41:50 +0000 2022,1.6064500403184312e+18,en,@CDCgov No one listens to you anymore. You’ve lost all credibility.,period_3
2540,2543,1.4545378468454769e+18,Sun Oct 31 06:31:25 +0000 2021,1.4546974996215357e+18,en,@CDCgov THE CDC HAS LOST ALL CREDIBILITY !!! YOU CHANGE YOUR POLICIES LIKE YOU CHANGE YOUR UNDERWEAR !!!,period_2
2528,2531,1.4545378468454769e+18,Sat Oct 30 19:59:55 +0000 2021,1.4545385766375956e+18,en,@CDCgov Wearing a mask all the time is proven to weaken your immune system and makes it easier for you to get sick. #CDCgov you would think someone in your position would actually know basic health care. Your hurting more people then helping. All for profits right fuck you🖕,period_2
1242,1242,1.557099396654719e+18,Thu Aug 11 13:28:24 +0000 2022,1.5577205909071258e+18,en,@CDCgov We're done with you. More than two years on we know Covid mRNA vaccines are ineffective and moreover dangerous. F*ck off.,period_3
177,177,1.481333160218669e+18,Fri Jan 14 19:30:56 +0000 2022,1.4820727629487227e+18,en,@CDCgov Not my child! Too many breakthrough cases in adults!,period_3
2123,2125,1.3599815523614966e+18,Thu Feb 11 22:06:18 +0000 2021,1.3599871499201577e+18,en,"@CDCgov Or just wear a badge saying ""FUK U CHINA"" ?",period_2
2711,2714,1.4280107782553682e+18,Wed Aug 18 19:08:32 +0000 2021,1.4280713326134354e+18,en,@CDCgov The VACCINE  Does not work,period_2
1779,1780,1.5821066969266668e+18,Thu Apr 30 02:12:19 +0000 2026,2.049673172027368e+18,en,"@CDCgov @Aetna and the @CDCgov  still must be run by the insane. With all the harm done by the covid panic, you persist in destroying trust in your industries.",period_3
2506,2508,1.4545378468454769e+18,Sun Oct 31 22:32:59 +0000 2021,1.4549394851002532e+18,en,@CDCgov This is pure fiction.,period_2
51,51,1.4821288702875443e+18,Sun Jan 16 22:57:10 +0000 2022,1.4828494379071324e+18,en,"@CDCgov You better not question this item of science, even when we change the science!!!!",period_3
3313,3316,1.2429150420493517e+18,Sun Mar 29 14:49:19 +0000 2020,1.2442754498422784e+18,en,"@CDCgov You need to update the info,  website still saying indiana only has 640 cases, Indiana is just under 1600, keep the people properly informed. Or are you trying to hide it?",period_1
1839,1841,1.491849512893268e+18,Fri Feb 11 03:28:33 +0000 2022,1.4919774289479475e+18,en,"@CDCgov Thats funny havent had not one vaccination, been around those who have and have cought covid, and still havent gotten sick.  Seems like the CDC is backwards.",period_3
73,73,1.4821288702875443e+18,Mon Jan 17 02:08:00 +0000 2022,1.482897463522513e+18,en,@CDCgov My father caught the omicron variant and is in the hospital now and he wears masks and is vaccinated and boostered with moderna. You’re hyping up vaccines and they ain’t doing shit.,period_3
3633,3637,1.2530852851618038e+18,Sat Apr 25 23:06:08 +0000 2020,1.254184948711514e+18,en,@CDCgov @realDonaldTrump open up you’ll kill 2 birds with one is not why he’s sharing this information so don’t start it,period_1
1703,1704,1.5821066969266668e+18,Mon Oct 17 23:52:13 +0000 2022,1.5821575670104105e+18,en,@CDCgov Mass murderers,period_3
2657,2660,1.4226250708376044e+18,Sat Aug 07 14:56:27 +0000 2021,1.42402162660207e+18,und,@CDCgov No.,period_2
3567,3571,1.2987289897968271e+18,Wed Aug 26 21:34:38 +0000 2020,1.2987356322572984e+18,en,@CDCgov WTF with testing? Killing us slowly.,period_1
2886,2889,1.4146233452917146e+18,Tue Jul 13 12:16:27 +0000 2021,1.414921663418966e+18,en,@CDCgov Shame on you.,period_2
1948,1950,1.453738335617405e+18,Tue Nov 02 10:44:48 +0000 2021,1.4554860413604618e+18,en,"@CDCgov Grow up. Amish, Sweden model. Bossche was right. Vax equals variants.  Vax a failure unless your donors lobbying you to promote their vax and perhaps they pay your salary plus big bonus? Be men of honor not ego greed power which in the end self destructs.",period_2
2728,2731,1.4280107782553682e+18,Sat Aug 21 15:25:46 +0000 2021,1.429102434304004e+18,en,@CDCgov I had my 3rd covid shot Friday and I'm still sick with covid like symptoms. I have gotten sick every time I got the vaccine this seems worse this time. What can I do?,period_2
2086,2088,1.475587321277956e+18,Mon Dec 27 22:33:05 +0000 2021,1.4755956194651423e+18,en,@CDCgov You want ppl to work with ppl who have covid? LMAO wow great job CDC great job keep it up 👍 I’m curious if this is the government’s way of looking better for the people not getting payed for the time off they have to take let’s just fuck em more up right LMAO what a joke,period_2
2319,2321,1.4233468327307387e+18,Thu Aug 05 20:01:06 +0000 2021,1.423373520587866e+18,en,@CDCgov DAMN THAT'S INSANE. KEEP SAFE EVERYONE.,period_2
3653,3657,1.2530852851618038e+18,Wed Apr 22 22:20:29 +0000 2020,1.2530863002840842e+18,en,@CDCgov It's hard to believe you when you have a leader that literally lies on national tv.,period_1
4020,4025,1.3414647835944018e+18,Wed Dec 23 00:20:51 +0000 2020,1.3415392312572887e+18,qme,@CDCgov 🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻,period_1
1041,1041,1.569355240100569e+18,Wed Sep 14 00:33:39 +0000 2022,1.5698468064182313e+18,qme,@CDCgov https://t.co/vxFJMHAVMl,period_3
157,157,1.4821288702875443e+18,Fri Jan 14 23:25:14 +0000 2022,1.4821317245826048e+18,qme,@CDCgov https://t.co/kmfoDBW8qC,period_3
1869,1871,1.491849512893268e+18,Fri Feb 11 10:18:43 +0000 2022,1.4920806499892347e+18,en,"@CDCgov How can you be allowed to post these lies, yet JoeRogan is being vilified for having real experts on his show. Shameful.",period_3
1688,1689,1.5821066969266668e+18,Tue Oct 18 15:42:46 +0000 2022,1.5823967799112704e+18,en,@CDCgov The CDC is an unethical organization that continues to jeopardize the health of children solely to benefit big pharma.,period_3
2464,2466,1.4545378468454769e+18,Mon Nov 01 00:14:31 +0000 2021,1.4549650352607355e+18,en,"@CDCgov Can anybody tell me why we have to wear masks when we are vaccinated? I get it you can still spread it and catch it ,but they claim that we are safe from hospitalization and death so why are we so scared that we're still wearing mask when we have a vaccine to protect?",period_2
52,52,1.4821288702875443e+18,Sun Jan 16 06:49:37 +0000 2022,1.4826059440222618e+18,en,@CDCgov Limp.,period_3
3731,3735,1.3411372210684682e+18,Mon Jan 04 21:59:33 +0000 2021,1.3462147118058086e+18,en,"@CDCgov Literally do the exact opposite of this post.  Except for wash your hands.  Wash your hands, they have poop on them.",period_1
220,220,1.5831573853795287e+18,Thu Oct 20 18:05:56 +0000 2022,1.5831575859888333e+18,en,@CDCgov @CDCMMWR I can’t get a booster if I never got the first 4.,period_3
1572,1573,1.505218795937448e+18,Sun Mar 20 22:16:27 +0000 2022,1.5056696261344215e+18,en,@CDCgov ( .... I just wanna be a crack dealer but like a nice one ummm like do u wanna  to buy sum crack ??.... ),period_3
